official,P07,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
process,Nac,VE2,NP,-1,False=(1.0, 'property', 1.0)
AlterState,VH16,Dbb,S,-1,False=(1.0, 'evaluation', 2.0)
fantastic,VH11,Dd,S,-1,False=(1.0, 'time', 3.0)
obtain,VJ3,VH11,S,-1,False=(1.0, 'manner', 1.0)
savor,Nab,Naeb,NP,-1,False=(1.0, 'property', 1.0)
language,Nac,A,NP,-1,False=(0.6666666666666666, 'property', 2.0)|(0.3333333333333333, 'manner', 1.0)
manage,VE2,NP,S,1,True=(1.0, 'goal', 1.0)
put,VC33,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
manage,VC2,VA4,VP,-1,False=(1.0, 'manner', 1.0)
InSequence,VH11,NP,S,-1,False=(1.0, 'theme', 2.0)
restrain,VC2,Dc,VP,-1,False=(1.0, 'negation', 2.0)
MakeAppointment,Nac,Nca,NP,-1,False=(1.0, 'property', 1.0)
investigate,VC2,NP,S,1,False=(1.0, 'goal', 2.0)
weapon,Nab,DM,NP,1,False=(1.0, 'quantifier', 1.0)
disconnect,VC2,Daa,S,-1,False=(1.0, 'quantity', 1.0)
amend,VC2,NP,VP,-1,False=(1.0, 'goal', 4.0)
SelfMoveInDirection,VC32,P61,VP,1,True=(1.0, 'location', 1.0)
arrive,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
lighting,VC31,NP,VP,1,False=(1.0, 'theme', 8.0)
MakeBetter,VJ1,P31,S,-1,False=(1.0, 'goal', 1.0)
roam,VA11,Dd,S,-1,False=(1.0, 'time', 4.0)
ish,VJ1,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
happen,VC33,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
perform,VC2,P23,S,-1,False=(1.0, 'location', 1.0)
thing,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 35.0)
remove,VC2,VH11,VP,-1,False=(1.0, 'manner', 1.0)
flourishing,VH11,NP,S,-1,False=(0.8823529411764706, 'theme', 30.0)|(0.029411764705882353, 'topic', 1.0)|(0.029411764705882353, 'time', 1.0)|(0.029411764705882353, 'reason', 1.0)|(0.029411764705882353, 'location', 1.0)
seek,VC31,NP,VP,1,False=(0.9848484848484849, 'theme', 65.0)|(0.015151515151515152, 'goal', 1.0)
assemble,VC33,VH11,S,-1,False=(1.0, 'manner', 1.0)
wounded,VH11,NP,VP,1,False=(1.0, 'theme', 1.0)
subtract,VH16,Daa,S,-1,False=(1.0, 'quantity', 1.0)
shy,VH21,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
MakeSound,VH14,P21,VP,1,False=(1.0, 'location', 1.0)
write,VC33,Nab,VP,-1,False=(1.0, 'manner', 1.0)
advantageous,Nv3,VP,NP,-1,False=(1.0, 'property', 1.0)
undertake,VG2,Dc,S,-1,False=(1.0, 'negation', 1.0)
request,VC2,Dd,VP,-1,False=(1.0, 'time', 1.0)
self,Nhab,N좪ず,NP,-1,False=(1.0, 'property', 1.0)
accept,VF1,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
status,Nad,Td,S,1,False=(1.0, 'particle', 1.0)
aged,VH13,Neu,VP,-1,False=(1.0, 'quantity', 1.0)
entrust,Nv4,NP,NP,-1,False=(1.0, 'theme', 2.0)
come,VC1,VC2,S,1,False=(1.0, 'complement', 2.0)
engage,VC31,Di,VP,1,False=(1.0, 'aspect', 20.0)
CauseToGrow,Nv1,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
explain,VE2,VP,S,1,False=(0.6666666666666666, 'goal', 2.0)|(0.3333333333333333, 'complement', 1.0)
bump,VC32,Di,VP,1,True=(1.0, 'aspect', 1.0)
accuracy,Nad,VP좪ず,NP,-1,False=(1.0, 'property', 1.0)
collect,VA4,Dd,S,-1,False=(1.0, 'time', 1.0)
die,VC33,P07,S,-1,False=(1.0, 'theme', 1.0)
PassOn,VC33,Nad,S,1,False=(1.0, 'location', 1.0)
fierce,VH11,Dfa,S,-1,False=(1.0, 'degree', 3.0)
catch,VB11,Cbca,VP,-1,True=(1.0, 'result', 1.0)
act,VC31,NP,S,-1,True=(0.5, 'theme', 2.0)|(0.25, 'goal', 1.0)|(0.25, 'agent', 1.0)
miserable,VH22,Ta,VP,1,False=(1.0, 'particle', 1.0)
high,VH13,Dfa,VP,-1,False=(1.0, 'degree', 69.0)
InFront,Ncdb,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
problem,Nac,PP좪ず,NP,-1,False=(1.0, 'predication', 2.0)
community,Ncb,VH11,NP,-1,False=(1.0, 'property', 1.0)
buy,Nad,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
endure,VK1,Dbab,VP,-1,False=(1.0, 'deontics', 5.0)
situated,VG2,Nddc,S,-1,False=(1.0, 'time', 1.0)
produce,Nab,NP,NP,-1,False=(1.0, 'property', 1.0)
lift,VC2,P21,VP,1,False=(1.0, 'location', 1.0)
transport,VC1,VA11,S,1,False=(1.0, 'complement', 1.0)
hopeful,VH11,Tb,S,1,False=(1.0, 'particle', 1.0)
persuade,VF2,NP,VP,1,False=(1.0, 'goal', 33.0)
wealth,Naeb,DM좪ず,NP,-1,False=(1.0, 'quantifier', 1.0)
sigh,VE2[+SPV],NP,VA4,1,False=(1.0, 'goal', 1.0)
partner,Caa,Naeb,Naeb,-1,False=(1.0, 'DUMMY1', 1.0)
engage,VA4,Ndabf,S,-1,False=(1.0, 'time', 1.0)
bridge,Nab,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
vegetable,Naa,Ndabb,NP,-1,False=(1.0, 'property', 1.0)
mean,VJ3,NP,VP,1,False=(1.0, 'range', 2.0)
surpass,VC1,Dd,VP,-1,False=(1.0, 'time', 13.0)
attractive,VH11,Dc,S,-1,False=(1.0, 'negation', 1.0)
spouse,Naeb,Nhaa,NP,-1,False=(1.0, 'apposition', 2.0)
become,VG1,Naea,S,-1,False=(1.0, 'theme', 1.0)
choose,Nad,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
eat,VC2,Tc,S,1,False=(1.0, 'particle', 1.0)
own,Naeb,Neu,NP,-1,False=(1.0, 'quantifier', 2.0)
salute,VA4,VE2,VP,1,False=(1.0, 'complement', 1.0)
accept,VC31,VP,VP,1,False=(0.5, 'theme', 1.0)|(0.5, 'complement', 1.0)
facilities,Nab,Nes,NP,-1,False=(1.0, 'quantifier', 6.0)
no-type,NP,PP좪ず,NP,-1,False=(0.75, 'property', 3.0)|(0.25, 'predication', 1.0)
check,VE2,P32,S,-1,False=(1.0, 'goal', 1.0)
help,VD1,NP,VP,1,False=(0.6, 'goal', 3.0)|(0.4, 'theme', 2.0)
request,VF1,Di,VP,1,False=(1.0, 'aspect', 1.0)
frighten,VJ2,Dd,VP,-1,False=(1.0, 'time', 1.0)
no-type,VJ3,NP,S,-1,False=(1.0, 'theme', 1.0)
busy,VH11,Cbaa,S,-1,False=(1.0, 'reason', 1.0)
exist,VJ3,Dd,S,-1,False=(1.0, 'time', 19.0)
QuantityPropertyValue,Caa,Ta,VP,1,False=(1.0, 'particle', 1.0)
grant,Nad,N좪ず,NP,-1,False=(1.0, 'property', 1.0)
act,VC1,Nddb,VP,-1,False=(1.0, 'time', 1.0)
weaken,VC2,Dh,VP,-1,False=(1.0, 'manner', 1.0)
know,VJ1,Dbab,VP,-1,False=(0.8333333333333334, 'deontics', 5.0)|(0.16666666666666666, 'deixis', 1.0)
start,VH11,Dbaa,VP,-1,False=(1.0, 'epistemics', 7.0)
institution,Nac,Ncb,NP,-1,False=(1.0, 'property', 10.0)
endeavour,VF1,NP,S,-1,False=(1.0, 'agent', 1.0)
hold,VC31,Cbaa,S,-1,False=(0.5, 'condition', 1.0)|(0.5, 'concession', 1.0)
reside,VC1,Dd,S,-1,False=(1.0, 'time', 3.0)
arrive,VC1,Ndabd,S,-1,False=(1.0, 'time', 2.0)
TakePicture,VB11,P11,VP,-1,False=(1.0, 'instrument', 1.0)
thing,Naeb,Ndda,NP,-1,False=(1.0, 'property', 1.0)
speak,Nab,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
DegreeValue,VH13,Dh,S,-1,False=(1.0, 'manner', 3.0)
place,Nac,NP,S,-1,False=(1.0, 'property', 1.0)
strong,VH12,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
MakeAppointment,VE2,NP,S,-1,True=(1.0, 'agent', 1.0)
facing,P31,NP,NP,1,False=(1.0, 'DUMMY', 3.0)
QuantityValue,Neu,Dd,S,-1,False=(1.0, 'time', 2.0)
do,VC31,Ta,VP,1,False=(1.0, 'particle', 3.0)
ToAndFro,VA11,Dh,VP,-1,False=(1.0, 'manner', 3.0)
provide,VC2,NP,VP,-1,False=(1.0, 'time', 1.0)
transport,VC32,Nca,VP,1,False=(1.0, 'location', 1.0)
neat,VA11,VH11,VP,-1,False=(1.0, 'manner', 1.0)
SetAside,VC2,Dbaa,VP,-1,False=(1.0, 'epistemics', 2.0)
lose,VA11,Ncdb,S,-1,False=(1.0, 'location', 1.0)
attire,Nad,V좪ず,NP,-1,False=(1.0, 'property', 1.0)
TimeShort,Ndabe,Nep,NP,-1,False=(1.0, 'quantifier', 2.0)
route,Nab,VH11,NP,-1,True=(1.0, 'property', 1.0)
foster,Nv1,Nca,NP,-1,False=(1.0, 'location', 1.0)
place,Nca,VA4,NP,-1,False=(1.0, 'property', 1.0)
TakeVehicle,VA4,VA13,VP,1,False=(1.0, 'complement', 1.0)
similarity,Nad,Nep,NP,-1,False=(1.0, 'quantifier', 3.0)
frighten,VJ2,켹좪S,S,1,False=(1.0, 'complement', 2.0)
KeepOn,VJ1,Dbb,VP,-1,False=(1.0, 'evaluation', 4.0)
fight,VA4,VH21,S,-1,False=(1.0, 'manner', 1.0)
week,Ndabd,Nes,NP,-1,False=(1.0, 'quantifier', 4.0)
cultivate,VK2,S,S,-1,False=(1.0, 'theme', 2.0)
GoOn,VL2,NP,VP,-1,False=(0.6666666666666666, 'goal', 2.0)|(0.3333333333333333, 'time', 1.0)
include,VC33,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
state,VH21,Ta,VP,1,False=(1.0, 'particle', 2.0)
establish,VC31,NP,S,1,True=(1.0, 'theme', 1.0)
correct,VC33,Cbca,S,-1,False=(1.0, 'result', 2.0)
teach,Nad,Ncb,NP,-1,False=(1.0, 'property', 1.0)
lose,VH11,DM,VP,1,False=(1.0, 'quantifier', 1.0)
AlterState,VH16,Dd,S,-1,True=(1.0, 'time', 1.0)
fight,Nac,Ncb,NP,-1,False=(1.0, 'property', 1.0)
community,Nab,GP좪ず,NP,-1,False=(1.0, 'property', 1.0)
do,VE2,P11,S,-1,False=(1.0, 'manner', 1.0)
AlterColor,VC31,Cbcb,S,-1,False=(1.0, 'addition', 1.0)
AtEase,VH11,NP,S,-1,False=(1.0, 'theme', 2.0)
disseminate,VC2,P62,VP,-1,False=(1.0, 'target', 1.0)
write,VB11,VC2,VP,1,False=(1.0, 'complement', 1.0)
sink,VH12,NP,S,-1,False=(1.0, 'theme', 1.0)
human,Naeb,S좪ず,NP,-1,False=(1.0, 'property', 3.0)
coordinate,VC2,Nad,VP,-1,False=(1.0, 'manner', 1.0)
install,Nab,N좪ず,NP,-1,False=(1.0, 'quantifier', 1.0)
include,VC1,NP,VP,-1,False=(1.0, 'time', 1.0)
extreme,VK2,Ng,VP,-1,False=(1.0, 'condition', 1.0)
harmonious,VC2,NP,VP,1,False=(1.0, 'goal', 3.0)
GreaterThanNormal,VH13,NP,VP,1,False=(1.0, 'range', 1.0)
draw,VC31,P07,VP,-1,False=(1.0, 'theme', 1.0)
accomplishment,Nad,Nad,NP,-1,False=(1.0, 'property', 3.0)
water,Naa,Nep,NP,-1,False=(1.0, 'quantifier', 4.0)
food,Nab,Naeb,NP,-1,False=(1.0, 'property', 1.0)
create,VC31,NP,VP,-1,False=(0.5, 'time', 2.0)|(0.25, 'location', 1.0)|(0.25, 'agent', 1.0)
alike,P48,NP,PP,1,False=(1.0, 'DUMMY', 9.0)
start,VH11,Dh,VP,-1,False=(1.0, 'manner', 1.0)
SelfMove,Nab,Neqa,NP,-1,False=(1.0, 'quantifier', 2.0)
waters,Ncb,PP좪ず,NP,-1,True=(1.0, 'predication', 1.0)
constant,VE2,NP,S,-1,False=(1.0, 'topic[+goal]', 1.0)
RegardAs,VC2,P11,VP,-1,False=(1.0, 'manner', 1.0)
delimit,Nac,Ncb,NP,-1,False=(1.0, 'property', 2.0)
compile,VC31,Cbaa,S,-1,False=(1.0, 'concession', 1.0)
pull,VC31,P38,VP,-1,False=(1.0, 'manner', 1.0)
happen,VC1,Dd,VP,-1,False=(1.0, 'time', 1.0)
submit,VC2,VH13,VP,-1,False=(1.0, 'manner', 1.0)
write,VA4,P21,S,-1,False=(1.0, 'location', 2.0)
InstitutePlace,Nab,S좪ず,NP,-1,False=(0.8571428571428571, 'property', 6.0)|(0.14285714285714285, 'predication', 1.0)
beat,VC2,Di,S,1,False=(1.0, 'aspect', 1.0)
ResultIn,VC2,P21,VP,-1,False=(1.0, 'time', 2.0)
music,Nac,DM,NP,-1,False=(0.9473684210526315, 'quantifier', 18.0)|(0.05263157894736842, 'property', 1.0)
ExpressDissatisfaction,VA4,Dbab,VP,-1,False=(1.0, 'deontics', 2.0)
GoUp,VA11,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
embarrassed,VH11,Dfa,S,-1,False=(1.0, 'degree', 1.0)
alike,Ng,NP,GP,-1,False=(1.0, 'DUMMY', 21.0)
low,VH13,Dfa,VP,-1,False=(1.0, 'degree', 12.0)
HideTruth,VA4,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
kinship,Nab,Nab,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'possessor', 1.0)
QuantityValue,Neqa,Nab,NP,-1,True=(1.0, 'property', 1.0)
change,VH11,Dc,S,-1,False=(1.0, 'negation', 1.0)
follow,VC2,VA4,VP,1,False=(1.0, 'complement', 5.0)
LowRank,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
SimilarityValue,Ncb,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
nerve,Nab,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
MakeEarlier,VB12,VP,VP,1,False=(1.0, 'goal', 7.0)
chase,VC2,Dbab,S,-1,False=(1.0, 'deontics', 2.0)
China,Nca,Ndabd,NP,-1,False=(1.0, 'property', 1.0)
happen,VJ1,Ndaad,VP,-1,False=(1.0, 'time', 1.0)
buy,VC33,NP,S,1,False=(1.0, 'theme', 2.0)
conduct,Nv4,NP,NP,-1,False=(1.0, 'theme', 1.0)
ability,Nac,VP좪ず,NP,-1,False=(1.0, 'property', 4.0)
announce,VA4,Cbca,VP,-1,False=(1.0, 'result', 1.0)
provide,VD1,NP,VP,1,True=(1.0, 'theme', 5.0)
cease,VA13,Dd,VP,-1,False=(1.0, 'time', 2.0)
print,VC31,NP,VP,-1,False=(0.5, 'manner', 1.0)|(0.5, 'goal', 1.0)
accuse,Nv4,DE,NP,-1,True=(1.0, 'nominal', 1.0)
act,VL1,NP,S,-1,False=(1.0, 'experiencer', 2.0)
wealth,Nac,VC2,NP,-1,False=(1.0, 'property', 2.0)
DegreeValue,VH11,Dk,S,-1,False=(1.0, 'evaluation', 1.0)
happen,VJ1,NP,S,1,False=(1.0, 'goal', 29.0)
thing,Nab,Nac,NP,-1,False=(1.0, 'property', 22.0)
red,VJ1,Di,S,1,False=(1.0, 'aspect', 1.0)
tell,VJ3,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
interesting,VH11,Di,S,1,False=(1.0, 'aspect', 2.0)
SeekRefuge,VC32,Neu,VP,-1,False=(1.0, 'quantity', 1.0)
GoBack,VA13,Dh,VP,-1,False=(1.0, 'manner', 4.0)
appearance,Nad,N좪ず,NP,-1,True=(1.0, 'property', 1.0)
content,Nac,V좪ず,NP,-1,True=(1.0, 'property', 1.0)
early,VH13,Nddc,S,-1,False=(1.0, 'time', 1.0)
request,VF2,P11,S,-1,False=(1.0, 'manner', 2.0)
land,Naa,VH11,NP,-1,False=(1.0, 'property', 1.0)
go,VA13,VP,VP,1,False=(1.0, 'complement', 2.0)
SpeakingTime,Nab,Ndc,NP,-1,False=(1.0, 'property', 1.0)
help,Nac,VA4,NP,-1,False=(1.0, 'property', 4.0)
skin,Naa,Nab,NP,-1,False=(1.0, 'property', 2.0)
mix,VB12,P04,S,-1,True=(1.0, 'agent', 1.0)
drive,VA11,VP,S,1,False=(1.0, 'complement', 2.0)
agreement,Nab,Nac,NP,-1,False=(1.0, 'property', 1.0)
InstitutePlace,Nca,VH13,NP,-1,False=(1.0, 'property', 1.0)
mean,Nab,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
bitter,VH11,NP,VP,1,False=(1.0, 'theme', 1.0)
persuade,VE12,Dbb,S,-1,False=(1.0, 'evaluation', 3.0)
no-type,VF1,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
check,VE2,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
wealth,Naeb,NP,NP,-1,False=(1.0, 'property', 5.0)
source,Nad,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
know,VK1,Dh,VP,-1,False=(1.0, 'manner', 5.0)
dignified,VH11,P55,VP,-1,False=(1.0, 'comparison', 1.0)
be,V_11,Ndda,S,-1,False=(1.0, 'time', 7.0)
animal,Nab,Nab,NP,-1,False=(1.0, 'property', 5.0)
no-type,Caa,NP,NP,1,True=(1.0, 'DUMMY2', 1.0)
dismiss,VC2,VH11,VP,-1,False=(1.0, 'manner', 2.0)
explain,VE2,Dbb,VP,-1,False=(1.0, 'evaluation', 6.0)
husband,Naeb,VP좪ず,NP,-1,False=(1.0, 'property', 1.0)
guide,VH11,S,VP,1,False=(1.0, 'complement', 1.0)
dispatch,VC2,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
future,Nddb,N좪ず,NP,-1,False=(1.0, 'property', 3.0)
bird,Naeb,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
aged,VH12,Daa,VP,-1,False=(1.0, 'quantity', 4.0)
obey,VC2,VP,VP,1,False=(1.0, 'complement', 1.0)
TakeBack,VC31,NP,VP,1,False=(1.0, 'theme', 12.0)
sell,VL4,S,S,-1,False=(1.0, 'causer', 3.0)
occupy,VC2,P03,VP,-1,False=(1.0, 'benefactor', 2.0)
rub,VC2,VP,VP,1,False=(1.0, 'result', 1.0)
thing,Naeb,Ndabd,NP,-1,False=(1.0, 'property', 1.0)
punish,VC31,Nddb,S,-1,True=(1.0, 'time', 1.0)
range,Nac,Nca,NP,-1,False=(1.0, 'property', 1.0)
organization,A,Dfa,A,-1,False=(1.0, 'degree', 1.0)
give,VC32,NP,S,-1,False=(1.0, 'agent', 1.0)
be,VG2,Dj,S,-1,False=(1.0, 'reason', 2.0)
indulge,VI2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
AimAt,VC2,DM,VP,1,False=(1.0, 'quantity', 1.0)
delimit,Nac,N,NP,-1,False=(1.0, 'property', 2.0)
land,Ncb,V좪ず,NP,-1,False=(1.0, 'property', 12.0)
request,VF1,Ndaba,S,-1,False=(1.0, 'time', 1.0)
lights,Naa,Ndabb,NP,-1,False=(1.0, 'property', 1.0)
write,VC33,Ta,S,1,False=(1.0, 'particle', 1.0)
emotion,Nac,VH11,NP,-1,False=(1.0, 'property', 3.0)
condition,P26,VP,PP,1,False=(1.0, 'DUMMY', 1.0)
diligent,VH11,Dd,VP,-1,False=(1.0, 'time', 1.0)
ResultIn,VG1,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
resist,VC2,Cbaa,S,-1,False=(1.0, 'reason', 1.0)
despise,VJ2,Ndda,S,-1,True=(1.0, 'time', 1.0)
disconnect,VJ1,NP,VP,1,False=(1.0, 'goal', 1.0)
sell,VL4,NP,VP,-1,False=(1.0, 'location', 1.0)
soft,VH11,Dh,VP,-1,False=(1.0, 'manner', 2.0)
ask,VE11,VA4,VP,-1,False=(1.0, 'manner', 1.0)
appear,VH14,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
no-type,NP,P47,NP,1,False=(1.0, 'apposition', 17.0)
arrive,VC1,Nddb,VP,-1,False=(1.0, 'time', 3.0)
PayAttention,VE2,Dc,VP,-1,False=(1.0, 'negation', 1.0)
no-type,N,VA11,NP,-1,False=(1.0, 'property', 1.0)
disseminate,VE2,Cbcb,VP,-1,False=(1.0, 'addition', 1.0)
mediate,Nv1,NP,NP,-1,False=(1.0, 'agent', 1.0)
MakeBetter,Nad,VH11,NP,-1,False=(1.0, 'property', 1.0)
route,Nab,VE2,NP,-1,False=(1.0, 'property', 1.0)
foster,VC2,Dj,S,-1,False=(1.0, 'reason', 1.0)
connect,VC2,VP,S,1,True=(1.0, 'complement', 1.0)
route,Nab,VA11,NP,-1,False=(1.0, 'property', 3.0)
TenDays,Ndabd,Ndaba,NP,-1,False=(1.0, 'property', 1.0)
pull,VJ1,VH11,VP,-1,False=(1.0, 'manner', 2.0)
spotless,VH11,P49,S,-1,False=(1.0, 'comparison', 1.0)
write,VC33,Di,VP,1,False=(1.0, 'aspect', 13.0)
army,Nab,S,NP,-1,False=(1.0, 'property', 1.0)
agreement,Nab,Ncb,NP,-1,False=(1.0, 'property', 1.0)
act,VG2,VH15,S,-1,False=(1.0, 'manner', 1.0)
act,VB11,Ng,S,-1,True=(1.0, 'time', 1.0)
PayAttention,VE2,Ndda,VP,-1,False=(1.0, 'time', 1.0)
ability,Nad,Naa,NP,-1,False=(1.0, 'property', 1.0)
thing,Nac,VA11,NP,-1,False=(1.0, 'property', 1.0)
surname,VE2,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
country,Nca,NP,NP,-1,False=(1.0, 'apposition', 8.0)
GoDown,VC31,V좪쫆,VP,-1,False=(1.0, 'manner', 2.0)
function,Nac,N좪ず,NP,-1,True=(1.0, 'property', 1.0)
ExpressAgainst,VE2,Dd,VP,-1,False=(1.0, 'time', 65.0)
act,VJ3[+DE],Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
buy,VC31,Ncb,VP,-1,False=(1.0, 'location', 1.0)
eye,Nab,S좪ず,NP,-1,True=(1.0, 'predication', 1.0)
bitter,VH11,Cbbb,S,-1,False=(1.0, 'restriction', 1.0)
soak,P39,VP,PP,1,True=(1.0, 'DUMMY', 1.0)
extreme,A,Cbca,S,-1,False=(1.0, 'contrast', 1.0)
time,Ndabb,Ndaad,NP,-1,False=(1.0, 'property', 2.0)
colored,VH11,Dd,S,-1,False=(1.0, 'time', 1.0)
KeepOn,VJ1,P37,VP,-1,False=(1.0, 'benefactor', 1.0)
price,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
tour,VC1,VP,S,1,False=(1.0, 'complement', 1.0)
absorb,VC31,P39,VP,-1,False=(1.0, 'instrument', 1.0)
lazy,VH11,NP,S,-1,False=(1.0, 'theme', 2.0)
capital,Ncb,Nca,NP,-1,False=(1.0, 'property', 6.0)
repair,VC2,Dd,VP,-1,False=(1.0, 'time', 3.0)
organization,Ncb,Nab,NP,-1,False=(0.9803921568627451, 'property', 50.0)|(0.0196078431372549, 'possessor', 1.0)
be,VC1,P35,VP,1,False=(1.0, 'goal', 1.0)
GoInto,VA11,VC1,S,1,False=(1.0, 'complement', 1.0)
invite,VA4,NP,S,-1,False=(1.0, 'theme', 1.0)
use,Nv1,NP,NP,-1,False=(0.8461538461538461, 'goal', 11.0)|(0.15384615384615385, 'property', 2.0)
edible,Naea,Nab,NP,-1,False=(1.0, 'property', 1.0)
TakeAway,VA4,Dd,VP,-1,False=(1.0, 'time', 1.0)
illuminate,VC2,NP,S,1,False=(1.0, 'goal', 3.0)
slow,VH13,Dfa,S,-1,False=(1.0, 'degree', 6.0)
produce,VG1,Ndabb,VP,-1,False=(1.0, 'time', 1.0)
alternative,Caa,Nab,N,-1,True=(1.0, 'DUMMY1', 1.0)
no-type,NP,Nv2,NP,-1,False=(1.0, 'apposition', 2.0)
produce,VC31,Nes,VP,-1,False=(1.0, 'quantity', 1.0)
no-type,VP,Neqa,S,-1,False=(1.0, 'quantity', 1.0)
interrogate,VE11,Dfa,S,-1,False=(1.0, 'degree', 2.0)
payment,Naeb,VJ1,NP,-1,False=(1.0, 'property', 1.0)
regard,VE2,VP,S,1,True=(1.0, 'goal', 8.0)
living,Nad,DM좪ず,NP,-1,False=(1.0, 'quantifier', 1.0)
constant,Nac,VH11,NP,-1,True=(1.0, 'property', 1.0)
eat,VH11,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
InstitutePlace,Ncb,V좪ず,NP,-1,False=(0.8611111111111112, 'property', 31.0)|(0.1388888888888889, 'predication', 5.0)
act,VG2,P26,VP,-1,True=(1.0, 'manner', 1.0)
righteous,Nad,V좪ず,NP,-1,False=(1.0, 'property', 2.0)
BestQuality,VC1,Daa,S,-1,False=(1.0, 'quantity', 1.0)
act,VA12,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
seek,VC2,Dab,S,-1,False=(1.0, 'quantity', 4.0)
mental,Nba,Nad,NP,-1,False=(1.0, 'apposition', 1.0)
die,VH11,Dbaa,VP,-1,False=(1.0, 'epistemics', 5.0)
fight,Nac,GP좪ず,NP,-1,True=(1.0, 'property', 1.0)
alter,Nv1,DE,NP,-1,False=(1.0, 'nominal', 2.0)
forget,VK1,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
cultivate,VC2,NP,S,-1,False=(1.0, 'agent', 1.0)
irritate,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
sit,VA12,P61,S,1,True=(1.0, 'location', 1.0)
push,VC2,켹좪VP,VP,1,False=(1.0, 'complement', 1.0)
act,VJ3,Dd,VP,-1,False=(1.0, 'time', 4.0)
big,VH13,P61,VP,1,False=(1.0, 'range', 1.0)
poor,VH11,Nddc,S,-1,False=(1.0, 'time', 1.0)
collect,VC31,VP,S,1,False=(1.0, 'complement', 1.0)
DegreeValue,VH11,Dfa,Nba,-1,False=(1.0, 'degree', 1.0)
manage,VA4,Nddb,VP,-1,False=(1.0, 'time', 1.0)
AimAt,P31,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
obey,VC2,VA4,VP,1,False=(1.0, 'complement', 1.0)
put,VA12,Nca,VP,-1,False=(1.0, 'location', 1.0)
act,VA11,VE2,S,1,False=(1.0, 'complement', 2.0)
propose,VE2,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
fast,VA13,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
WhileAway,Nac,VI2,NP,-1,False=(1.0, 'property', 1.0)
human,Nab,Nhab,NP,-1,True=(0.5, 'property', 1.0)|(0.5, 'possessor', 1.0)
route,Nab,Ncdb,NP,-1,False=(1.0, 'property', 7.0)
attentive,VC31,Dd,VP,-1,False=(1.0, 'time', 4.0)
laugh,Nab,Nab,NP,-1,False=(1.0, 'possessor', 1.0)
near,Ncb,VH11,NP,-1,False=(1.0, 'property', 1.0)
willing,VK1,Dbb,S,-1,False=(1.0, 'evaluation', 18.0)
qualified,Nac,VP좪ず,NP,-1,False=(1.0, 'property', 4.0)
inferior,VJ3,Cbcb,S,-1,False=(1.0, 'addition', 1.0)
TakeAway,VC32,P03,S,-1,False=(1.0, 'reason', 1.0)
tool,Nab,Nab,NP,-1,True=(1.0, 'property', 2.0)
prepare,VA4,P21,VP,-1,False=(1.0, 'location', 1.0)
conduct,VC2,VP,VP,1,False=(0.5, 'goal', 6.0)|(0.5, 'complement', 6.0)
frank,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
seek,VC31,Dj,VP,-1,False=(1.0, 'reason', 1.0)
